PRO PRO	0.019127773527161437
PRO V	0.04858167590479296
PRO N	0.01679922090569713
PRO ADJ	0.022533915842722466
PRO DELM	0.012921089063221043
PRO CON	0.03424223208623969
PRO ADV	0.043431635388739946
PRO P	0.07218604651162791
PRO QUA	0.019966722129783693
PRO DET	0.016238868517548456
PRO SPEC	0.04504504504504504
PRO IF	0.039735099337748346
PRO DEFAULT	0.0
PRO MORP	0.0
PRO PP	0.020833333333333332
PRO PS	0.0
PRO INT	0.0
PRO MQUA	0.0
PRO AR	0.0
PRO OH	0.058823529411764705
PRO NN	0.0
V PRO	0.02180566182096404
V V	0.03532224758178459
V N	0.01422929178163718
V ADJ	0.008392733961830306
V DELM	0.5905629903091832
V CON	0.3018389346861129
V ADV	0.05361930294906166
V P	0.04753488372093023
V QUA	0.04326123128119801
V DET	0.03352540597171294
V SPEC	0.03153153153153153
V IF	0.033112582781456956
V DEFAULT	0.0
V MORP	0.0
V PP	0.08333333333333333
V PS	0.09090909090909091
V INT	0.2857142857142857
V MQUA	0.0
V AR	0.002849002849002849
V OH	0.0
V NN	0.0
N PRO	0.34659525631216526
N V	0.5301597652429084
N N	0.3765622463885733
N ADJ	0.7015405840423086
N DELM	0.2790724503922474
N CON	0.38186429930247306
N ADV	0.23378016085790884
N P	0.4243720930232558
N QUA	0.18635607321131448
N DET	0.2352016762702986
N SPEC	0.25225225225225223
N IF	0.08609271523178808
N DEFAULT	0.5
N MORP	0.9259259259259259
N PP	0.3333333333333333
N PS	0.0
N INT	0.0
N MQUA	0.0
N AR	0.008547008547008548
N OH	0.11764705882352941
N NN	1.0
ADJ PRO	0.07115531752104055
ADJ V	0.2623627866536246
ADJ N	0.05962235567819077
ADJ ADJ	0.06622212002759255
ADJ DELM	0.07614213197969544
ADJ CON	0.12479391249207356
ADJ ADV	0.05201072386058981
ADJ P	0.1346046511627907
ADJ QUA	0.029950083194675542
ADJ DET	0.04976427448926139
ADJ SPEC	0.02252252252252252
ADJ IF	0.013245033112582781
ADJ DEFAULT	0.0
ADJ MORP	0.07407407407407407
ADJ PP	0.08333333333333333
ADJ PS	0.0
ADJ INT	0.0
ADJ MQUA	0.0
ADJ AR	0.0
ADJ OH	0.0
ADJ NN	0.0
DELM PRO	0.17903596021423107
DELM V	0.029562004129985872
DELM N	0.11659362657577232
DELM ADJ	0.0471372729363072
DELM DELM	0.016843562528841716
DELM CON	0.09993658845909956
DELM ADV	0.2777479892761394
DELM P	0.10316279069767442
DELM QUA	0.1930116472545757
DELM DET	0.1859612362493452
DELM SPEC	0.13513513513513514
DELM IF	0.5298013245033113
DELM DEFAULT	0.375
DELM MORP	0.0
DELM PP	0.25
DELM PS	0.7272727272727273
DELM INT	0.7142857142857143
DELM MQUA	0.0
DELM AR	0.07122507122507123
DELM OH	0.7058823529411765
DELM NN	0.0
CON PRO	0.10673297628156082
CON V	0.04347353548527334
CON N	0.10896499486014175
CON ADJ	0.0822028052425845
CON DELM	0.005076142131979695
CON CON	0.03221306277742549
CON ADV	0.24611260053619302
CON P	0.12009302325581396
CON QUA	0.22795341098169716
CON DET	0.11157674174960712
CON SPEC	0.06756756756756757
CON IF	0.2185430463576159
CON DEFAULT	0.125
CON MORP	0.0
CON PP	0.14583333333333334
CON PS	0.18181818181818182
CON INT	0.0
CON MQUA	0.5
CON AR	0.014245014245014245
CON OH	0.058823529411764705
CON NN	0.0
ADV PRO	0.0225707727620505
ADV V	0.019671774807086186
ADV N	0.018909267975977927
ADV ADJ	0.03150149459645896
ADV DELM	0.008191047531149053
ADV CON	0.009511731135066582
ADV ADV	0.03324396782841823
ADV P	0.03227906976744186
ADV QUA	0.03993344425956739
ADV DET	0.029858564693556838
ADV SPEC	0.0045045045045045045
ADV IF	0.06622516556291391
ADV DEFAULT	0.0
ADV MORP	0.0
ADV PP	0.0625
ADV PS	0.0
ADV INT	0.0
ADV MQUA	0.5
ADV AR	0.0
ADV OH	0.058823529411764705
ADV NN	0.0
P PRO	0.2195868400918133
P V	0.026084121291164004
P N	0.2176594708651193
P ADJ	0.0359852839733272
P DELM	0.003461005999077065
P CON	0.013189600507292327
P ADV	0.05254691689008043
P P	0.05144186046511628
P QUA	0.24126455906821964
P DET	0.322682032477737
P SPEC	0.12612612612612611
P IF	0.013245033112582781
P DEFAULT	0.0
P MORP	0.0
P PP	0.020833333333333332
P PS	0.0
P INT	0.0
P MQUA	0.0
P AR	0.0
P OH	0.0
P NN	0.0
QUA PRO	0.006503442999234889
QUA V	0.00010868383871318335
QUA N	0.011902829627225017
QUA ADJ	0.00011496895838123707
QUA DELM	0.00011536686663590217
QUA CON	0.0003804692454026633
QUA ADV	0.0
QUA P	0.008651162790697674
QUA QUA	0.0
QUA DET	0.004714510214772132
QUA SPEC	0.16216216216216217
QUA IF	0.0
QUA DEFAULT	0.0
QUA MORP	0.0
QUA PP	0.0
QUA PS	0.0
QUA INT	0.0
QUA MQUA	0.0
QUA AR	0.0
QUA OH	0.0
QUA NN	0.0
DET PRO	0.001530221882172915
DET V	0.0013042060645582002
DET N	0.0490991722123032
DET ADJ	0.0013796275005748448
DET DELM	0.0008075680664513152
DET CON	0.0007609384908053266
DET ADV	0.0010723860589812334
DET P	0.0009302325581395349
DET QUA	0.008319467554076539
DET DET	0.001571503404924044
DET SPEC	0.14864864864864866
DET IF	0.0
DET DEFAULT	0.0
DET MORP	0.0
DET PP	0.0
DET PS	0.0
DET INT	0.0
DET MQUA	0.0
DET AR	0.0
DET OH	0.0
DET NN	0.0
SPEC PRO	0.0
SPEC V	0.00010868383871318335
SPEC N	0.005707947843964724
SPEC ADJ	0.0003449068751437112
SPEC DELM	0.00011536686663590217
SPEC CON	0.0
SPEC ADV	0.0005361930294906167
SPEC P	0.00046511627906976747
SPEC QUA	0.0
SPEC DET	0.0
SPEC SPEC	0.0
SPEC IF	0.0
SPEC DEFAULT	0.0
SPEC MORP	0.0
SPEC PP	0.0
SPEC PS	0.0
SPEC INT	0.0
SPEC MQUA	0.0
SPEC AR	0.0
SPEC OH	0.0
SPEC NN	0.0
IF PRO	0.004208110175975516
IF V	0.0014128899032713835
IF N	0.0019477357571822756
IF ADJ	0.0006898137502874224
IF DELM	0.0
IF CON	0.0002536461636017755
IF ADV	0.00482573726541555
IF P	0.0019534883720930232
IF QUA	0.0066555740432612314
IF DET	0.006809848088004191
IF SPEC	0.0
IF IF	0.0
IF DEFAULT	0.0
IF MORP	0.0
IF PP	0.0
IF PS	0.0
IF INT	0.0
IF MQUA	0.0
IF AR	0.0
