و	0.0453908711
در	0.0341363830
به	0.0280836294
که	0.0228627708
از	0.0193487314
این	0.0193487314
است	0.0152035991
را	0.0144673242
با	0.0134202839
آن	0.0063635190
برای	0.0063109279
یک	0.0048383781
کرد	0.0046710429
ما	0.0046280138
وی	0.0041164462
خود	0.0040781981
شده	0.0038965199
بر	0.0036000975
باید	0.0035809735
گفت	0.0032654271
می‌شود	0.0031219969
نیز	0.0030359388
تا	0.0028542606
هم	0.0027538595
بود	0.0027203924
شد	0.0026486773
آن‌ها	0.0026104293
ایران	0.0025387142
طرح	0.0025195902
سال	0.0024383131
کشور	0.0023474740
اگر	0.0021944818
هر	0.0021753577
مردم	0.0021801387
سیاسی	0.0021610147
دارد	0.0021275477
اما	0.0021418907
شود	0.0021132047
کار	0.0020749566
باشد	0.0020367086
وجود	0.0019936795
تهران	0.0019554315
ادامه	0.0019076214
اسلامی	0.0018884974
یا	0.0018789354
قرار	0.0018024393
انجام	0.0017785342
مورد	0.0017068191
توجه	0.0016542281
دیگر	0.0016542281
دولت	0.0016303231
افزود	0.0016398851
کند	0.0015920750
می‌کند	0.0015442649
کنند	0.0015060169
عنوان	0.0014868929
دو	0.0014725499
صورت	0.0014677688
چه	0.0014486448
جامعه	0.0014390828
داشته	0.0014295208
تیم	0.0013864917
نظر	0.0013339007
نیست	0.0013339007
کنیم	0.0013291197
ادیان	0.0013004336
داد	0.0012956526
استفاده	0.0012956526
کرده	0.0012860906
ماه	0.0012860906
خواهد	0.0012765286
اجتماعی	0.0012574046
امام	0.0012574046
داشت	0.0012478426
بخش	0.0012478426
ملی	0.0012334996
ایجاد	0.0012239375
من	0.0012095945
سازمان	0.0012143755
هستند	0.0012048135
دکتر	0.0011904705
اشاره	0.0011904705
ایسنا	0.0011617845
حال	0.0011522225
توسعه	0.0011139744
بین	0.0011044124
همه	0.0010948504
تاکید	0.0010948504
بوده	0.0010566023
بیان	0.0010422593
اقتصادی	0.0010326973
پس	0.0010279163
دانشگاه	0.0010183543
مسائل	0.0010183543
شما	0.0009801062
می‌کنند	0.0009753252
دین	0.0009609822
جامع	0.0009562012
پیش	0.0009562012
افزایش	0.0009466392
اظهار	0.0009370772
بسیار	0.0009322962
دانشجویان	0.0009179532
درصد	0.0009131721
یکی	0.0009083911
اسلام	0.0008988291
ندارد	0.0008988291
